"emp_status","contyp","Freq","total","pct","country"
"2 temporary","01 Employed on a FTC",9483,94536,0.100310992637725,"Australia (jbmcnt)"
"2 temporary","02 Employed on a casual basis",14220,94536,0.15041888804265,"Australia (jbmcnt)"
"1 permanent","03 Employed on a permanent or ongoing basis",70833,94536,0.749270119319624,"Australia (jbmcnt)"
