"SUBJECT","Subject","LOCATION","Country","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","FRA","France","ST","Level, ratio or index","A","Annual","2005","2005","PC","Percentage","0","Units",,,8.88333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","FRA","France","ST","Level, ratio or index","A","Annual","2006","2006","PC","Percentage","0","Units",,,8.85,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","FRA","France","ST","Level, ratio or index","A","Annual","2007","2007","PC","Percentage","0","Units",,,8.01666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","FRA","France","ST","Level, ratio or index","A","Annual","2008","2008","PC","Percentage","0","Units",,,7.43333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","FRA","France","ST","Level, ratio or index","A","Annual","2009","2009","PC","Percentage","0","Units",,,9.11666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","FRA","France","ST","Level, ratio or index","A","Annual","2010","2010","PC","Percentage","0","Units",,,9.275,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","FRA","France","ST","Level, ratio or index","A","Annual","2011","2011","PC","Percentage","0","Units",,,9.21666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","FRA","France","ST","Level, ratio or index","A","Annual","2012","2012","PC","Percentage","0","Units",,,9.75833333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","FRA","France","ST","Level, ratio or index","A","Annual","2013","2013","PC","Percentage","0","Units",,,10.3,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","FRA","France","ST","Level, ratio or index","A","Annual","2014","2014","PC","Percentage","0","Units",,,10.275,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","FRA","France","ST","Level, ratio or index","A","Annual","2015","2015","PC","Percentage","0","Units",,,10.35,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","FRA","France","ST","Level, ratio or index","A","Annual","2016","2016","PC","Percentage","0","Units",,,10.0666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","FRA","France","ST","Level, ratio or index","A","Annual","2017","2017","PC","Percentage","0","Units",,,9.425,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","FRA","France","ST","Level, ratio or index","A","Annual","2018","2018","PC","Percentage","0","Units",,,9.025,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","FRA","France","ST","Level, ratio or index","A","Annual","2019","2019","PC","Percentage","0","Units",,,8.43333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","FRA","France","ST","Level, ratio or index","A","Annual","2020","2020","PC","Percentage","0","Units",,,8.03333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","DEU","Germany","ST","Level, ratio or index","A","Annual","2000","2000","PC","Percentage","0","Units",,,8.00833333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","DEU","Germany","ST","Level, ratio or index","A","Annual","2001","2001","PC","Percentage","0","Units",,,7.85833333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","DEU","Germany","ST","Level, ratio or index","A","Annual","2002","2002","PC","Percentage","0","Units",,,8.68333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","DEU","Germany","ST","Level, ratio or index","A","Annual","2003","2003","PC","Percentage","0","Units",,,9.80833333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","DEU","Germany","ST","Level, ratio or index","A","Annual","2004","2004","PC","Percentage","0","Units",,,10.5,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","DEU","Germany","ST","Level, ratio or index","A","Annual","2005","2005","PC","Percentage","0","Units",,,11.2833333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","DEU","Germany","ST","Level, ratio or index","A","Annual","2006","2006","PC","Percentage","0","Units",,,10.275,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","DEU","Germany","ST","Level, ratio or index","A","Annual","2007","2007","PC","Percentage","0","Units",,,8.54166666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","DEU","Germany","ST","Level, ratio or index","A","Annual","2008","2008","PC","Percentage","0","Units",,,7.425,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","DEU","Germany","ST","Level, ratio or index","A","Annual","2009","2009","PC","Percentage","0","Units",,,7.64166666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","DEU","Germany","ST","Level, ratio or index","A","Annual","2010","2010","PC","Percentage","0","Units",,,6.96666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","DEU","Germany","ST","Level, ratio or index","A","Annual","2011","2011","PC","Percentage","0","Units",,,5.83333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","DEU","Germany","ST","Level, ratio or index","A","Annual","2012","2012","PC","Percentage","0","Units",,,5.38333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","DEU","Germany","ST","Level, ratio or index","A","Annual","2013","2013","PC","Percentage","0","Units",,,5.24166666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","DEU","Germany","ST","Level, ratio or index","A","Annual","2014","2014","PC","Percentage","0","Units",,,4.99166666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","DEU","Germany","ST","Level, ratio or index","A","Annual","2015","2015","PC","Percentage","0","Units",,,4.63333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","DEU","Germany","ST","Level, ratio or index","A","Annual","2016","2016","PC","Percentage","0","Units",,,4.13333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","DEU","Germany","ST","Level, ratio or index","A","Annual","2017","2017","PC","Percentage","0","Units",,,3.75833333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","DEU","Germany","ST","Level, ratio or index","A","Annual","2018","2018","PC","Percentage","0","Units",,,3.4,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","DEU","Germany","ST","Level, ratio or index","A","Annual","2019","2019","PC","Percentage","0","Units",,,3.15,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","DEU","Germany","ST","Level, ratio or index","A","Annual","2020","2020","PC","Percentage","0","Units",,,3.83333333333333,"B","Break"
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","GRC","Greece","ST","Level, ratio or index","A","Annual","2000","2000","PC","Percentage","0","Units",,,11.2333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","GRC","Greece","ST","Level, ratio or index","A","Annual","2001","2001","PC","Percentage","0","Units",,,10.675,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","GRC","Greece","ST","Level, ratio or index","A","Annual","2002","2002","PC","Percentage","0","Units",,,10.3333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","GRC","Greece","ST","Level, ratio or index","A","Annual","2003","2003","PC","Percentage","0","Units",,,9.74166666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","GRC","Greece","ST","Level, ratio or index","A","Annual","2004","2004","PC","Percentage","0","Units",,,10.6083333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","GRC","Greece","ST","Level, ratio or index","A","Annual","2005","2005","PC","Percentage","0","Units",,,10.0083333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","GRC","Greece","ST","Level, ratio or index","A","Annual","2006","2006","PC","Percentage","0","Units",,,9.03333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","GRC","Greece","ST","Level, ratio or index","A","Annual","2007","2007","PC","Percentage","0","Units",,,8.41666666666666,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","GRC","Greece","ST","Level, ratio or index","A","Annual","2008","2008","PC","Percentage","0","Units",,,7.76666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","GRC","Greece","ST","Level, ratio or index","A","Annual","2009","2009","PC","Percentage","0","Units",,,9.625,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","GRC","Greece","ST","Level, ratio or index","A","Annual","2010","2010","PC","Percentage","0","Units",,,12.75,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","GRC","Greece","ST","Level, ratio or index","A","Annual","2011","2011","PC","Percentage","0","Units",,,17.9166666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","GRC","Greece","ST","Level, ratio or index","A","Annual","2012","2012","PC","Percentage","0","Units",,,24.4916666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","GRC","Greece","ST","Level, ratio or index","A","Annual","2013","2013","PC","Percentage","0","Units",,,27.4916666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","GRC","Greece","ST","Level, ratio or index","A","Annual","2014","2014","PC","Percentage","0","Units",,,26.55,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","GRC","Greece","ST","Level, ratio or index","A","Annual","2015","2015","PC","Percentage","0","Units",,,24.9583333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","GRC","Greece","ST","Level, ratio or index","A","Annual","2016","2016","PC","Percentage","0","Units",,,23.5666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","GRC","Greece","ST","Level, ratio or index","A","Annual","2017","2017","PC","Percentage","0","Units",,,21.5333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","GRC","Greece","ST","Level, ratio or index","A","Annual","2018","2018","PC","Percentage","0","Units",,,19.3083333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","GRC","Greece","ST","Level, ratio or index","A","Annual","2019","2019","PC","Percentage","0","Units",,,17.3333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","GRC","Greece","ST","Level, ratio or index","A","Annual","2020","2020","PC","Percentage","0","Units",,,16.4416666666667,"B","Break"
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","HUN","Hungary","ST","Level, ratio or index","A","Annual","2000","2000","PC","Percentage","0","Units",,,6.26666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","HUN","Hungary","ST","Level, ratio or index","A","Annual","2001","2001","PC","Percentage","0","Units",,,5.575,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","HUN","Hungary","ST","Level, ratio or index","A","Annual","2002","2002","PC","Percentage","0","Units",,,5.58333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","HUN","Hungary","ST","Level, ratio or index","A","Annual","2003","2003","PC","Percentage","0","Units",,,5.74166666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","HUN","Hungary","ST","Level, ratio or index","A","Annual","2004","2004","PC","Percentage","0","Units",,,6.06666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","HUN","Hungary","ST","Level, ratio or index","A","Annual","2005","2005","PC","Percentage","0","Units",,,7.175,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","HUN","Hungary","ST","Level, ratio or index","A","Annual","2006","2006","PC","Percentage","0","Units",,,7.45833333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","HUN","Hungary","ST","Level, ratio or index","A","Annual","2007","2007","PC","Percentage","0","Units",,,7.39166666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","HUN","Hungary","ST","Level, ratio or index","A","Annual","2008","2008","PC","Percentage","0","Units",,,7.8,"B","Break"
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","HUN","Hungary","ST","Level, ratio or index","A","Annual","2009","2009","PC","Percentage","0","Units",,,9.675,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","HUN","Hungary","ST","Level, ratio or index","A","Annual","2010","2010","PC","Percentage","0","Units",,,10.8,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","HUN","Hungary","ST","Level, ratio or index","A","Annual","2011","2011","PC","Percentage","0","Units",,,10.6666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","HUN","Hungary","ST","Level, ratio or index","A","Annual","2012","2012","PC","Percentage","0","Units",,,10.675,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","HUN","Hungary","ST","Level, ratio or index","A","Annual","2013","2013","PC","Percentage","0","Units",,,9.85,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","HUN","Hungary","ST","Level, ratio or index","A","Annual","2014","2014","PC","Percentage","0","Units",,,7.5,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","HUN","Hungary","ST","Level, ratio or index","A","Annual","2015","2015","PC","Percentage","0","Units",,,6.63333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","HUN","Hungary","ST","Level, ratio or index","A","Annual","2016","2016","PC","Percentage","0","Units",,,4.975,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","HUN","Hungary","ST","Level, ratio or index","A","Annual","2017","2017","PC","Percentage","0","Units",,,4.05,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","HUN","Hungary","ST","Level, ratio or index","A","Annual","2018","2018","PC","Percentage","0","Units",,,3.59166666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","HUN","Hungary","ST","Level, ratio or index","A","Annual","2019","2019","PC","Percentage","0","Units",,,3.3,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","HUN","Hungary","ST","Level, ratio or index","A","Annual","2020","2020","PC","Percentage","0","Units",,,4.125,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","ISL","Iceland","ST","Level, ratio or index","A","Annual","2003","2003","PC","Percentage","0","Units",,,3.51666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","ISL","Iceland","ST","Level, ratio or index","A","Annual","2004","2004","PC","Percentage","0","Units",,,3.40833333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","ISL","Iceland","ST","Level, ratio or index","A","Annual","2005","2005","PC","Percentage","0","Units",,,2.88333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","ISL","Iceland","ST","Level, ratio or index","A","Annual","2006","2006","PC","Percentage","0","Units",,,3.20833333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","ISL","Iceland","ST","Level, ratio or index","A","Annual","2007","2007","PC","Percentage","0","Units",,,2.475,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","ISL","Iceland","ST","Level, ratio or index","A","Annual","2008","2008","PC","Percentage","0","Units",,,3.33333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","ISL","Iceland","ST","Level, ratio or index","A","Annual","2009","2009","PC","Percentage","0","Units",,,8.01666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","ISL","Iceland","ST","Level, ratio or index","A","Annual","2010","2010","PC","Percentage","0","Units",,,8.3,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","ISL","Iceland","ST","Level, ratio or index","A","Annual","2011","2011","PC","Percentage","0","Units",,,7.675,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","ISL","Iceland","ST","Level, ratio or index","A","Annual","2012","2012","PC","Percentage","0","Units",,,6.63333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","ISL","Iceland","ST","Level, ratio or index","A","Annual","2013","2013","PC","Percentage","0","Units",,,5.84166666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","ISL","Iceland","ST","Level, ratio or index","A","Annual","2014","2014","PC","Percentage","0","Units",,,5.40833333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","ISL","Iceland","ST","Level, ratio or index","A","Annual","2015","2015","PC","Percentage","0","Units",,,4.50833333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","ISL","Iceland","ST","Level, ratio or index","A","Annual","2016","2016","PC","Percentage","0","Units",,,3.34166666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","ISL","Iceland","ST","Level, ratio or index","A","Annual","2017","2017","PC","Percentage","0","Units",,,3.28333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","ISL","Iceland","ST","Level, ratio or index","A","Annual","2018","2018","PC","Percentage","0","Units",,,3.1,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","ISL","Iceland","ST","Level, ratio or index","A","Annual","2019","2019","PC","Percentage","0","Units",,,3.93333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","ISL","Iceland","ST","Level, ratio or index","A","Annual","2020","2020","PC","Percentage","0","Units",,,6.43333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","IRL","Ireland","ST","Level, ratio or index","A","Annual","2000","2000","PC","Percentage","0","Units",,,4.4,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","IRL","Ireland","ST","Level, ratio or index","A","Annual","2001","2001","PC","Percentage","0","Units",,,4.175,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","IRL","Ireland","ST","Level, ratio or index","A","Annual","2002","2002","PC","Percentage","0","Units",,,4.725,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","IRL","Ireland","ST","Level, ratio or index","A","Annual","2003","2003","PC","Percentage","0","Units",,,4.85,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","IRL","Ireland","ST","Level, ratio or index","A","Annual","2004","2004","PC","Percentage","0","Units",,,4.74166666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","IRL","Ireland","ST","Level, ratio or index","A","Annual","2005","2005","PC","Percentage","0","Units",,,4.63333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","IRL","Ireland","ST","Level, ratio or index","A","Annual","2006","2006","PC","Percentage","0","Units",,,4.79166666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","IRL","Ireland","ST","Level, ratio or index","A","Annual","2007","2007","PC","Percentage","0","Units",,,5,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","IRL","Ireland","ST","Level, ratio or index","A","Annual","2008","2008","PC","Percentage","0","Units",,,6.79166666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","IRL","Ireland","ST","Level, ratio or index","A","Annual","2009","2009","PC","Percentage","0","Units",,,12.6583333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","IRL","Ireland","ST","Level, ratio or index","A","Annual","2010","2010","PC","Percentage","0","Units",,,14.575,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","IRL","Ireland","ST","Level, ratio or index","A","Annual","2011","2011","PC","Percentage","0","Units",,,15.4083333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","IRL","Ireland","ST","Level, ratio or index","A","Annual","2012","2012","PC","Percentage","0","Units",,,15.4833333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","IRL","Ireland","ST","Level, ratio or index","A","Annual","2013","2013","PC","Percentage","0","Units",,,13.775,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","IRL","Ireland","ST","Level, ratio or index","A","Annual","2014","2014","PC","Percentage","0","Units",,,11.8833333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","IRL","Ireland","ST","Level, ratio or index","A","Annual","2015","2015","PC","Percentage","0","Units",,,9.925,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","IRL","Ireland","ST","Level, ratio or index","A","Annual","2016","2016","PC","Percentage","0","Units",,,8.40833333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","IRL","Ireland","ST","Level, ratio or index","A","Annual","2017","2017","PC","Percentage","0","Units",,,6.73333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","IRL","Ireland","ST","Level, ratio or index","A","Annual","2018","2018","PC","Percentage","0","Units",,,5.775,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","IRL","Ireland","ST","Level, ratio or index","A","Annual","2019","2019","PC","Percentage","0","Units",,,4.975,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","IRL","Ireland","ST","Level, ratio or index","A","Annual","2020","2020","PC","Percentage","0","Units",,,5.85,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","2000","2000","PC","Percentage","0","Units",,,10.05,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","2001","2001","PC","Percentage","0","Units",,,9.00833333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","2002","2002","PC","Percentage","0","Units",,,8.475,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","2003","2003","PC","Percentage","0","Units",,,8.43333333333333,"B","Break"
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","2004","2004","PC","Percentage","0","Units",,,8.05,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","2005","2005","PC","Percentage","0","Units",,,7.78333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","2006","2006","PC","Percentage","0","Units",,,6.86666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","2007","2007","PC","Percentage","0","Units",,,6.15,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","2008","2008","PC","Percentage","0","Units",,,6.775,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","2009","2009","PC","Percentage","0","Units",,,7.875,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","2010","2010","PC","Percentage","0","Units",,,8.54166666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","2011","2011","PC","Percentage","0","Units",,,8.50833333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","2012","2012","PC","Percentage","0","Units",,,10.8833333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","2013","2013","PC","Percentage","0","Units",,,12.3666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","2014","2014","PC","Percentage","0","Units",,,12.825,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","2015","2015","PC","Percentage","0","Units",,,12,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","2016","2016","PC","Percentage","0","Units",,,11.75,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","2017","2017","PC","Percentage","0","Units",,,11.2583333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","2018","2018","PC","Percentage","0","Units",,,10.6,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","2019","2019","PC","Percentage","0","Units",,,9.93333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","2020","2020","PC","Percentage","0","Units",,,9.3,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","JPN","Japan","ST","Level, ratio or index","A","Annual","2000","2000","PC","Percentage","0","Units",,,4.71666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","JPN","Japan","ST","Level, ratio or index","A","Annual","2001","2001","PC","Percentage","0","Units",,,5.03333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","JPN","Japan","ST","Level, ratio or index","A","Annual","2002","2002","PC","Percentage","0","Units",,,5.375,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","JPN","Japan","ST","Level, ratio or index","A","Annual","2003","2003","PC","Percentage","0","Units",,,5.25833333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","JPN","Japan","ST","Level, ratio or index","A","Annual","2004","2004","PC","Percentage","0","Units",,,4.71666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","JPN","Japan","ST","Level, ratio or index","A","Annual","2005","2005","PC","Percentage","0","Units",,,4.425,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","JPN","Japan","ST","Level, ratio or index","A","Annual","2006","2006","PC","Percentage","0","Units",,,4.14166666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","JPN","Japan","ST","Level, ratio or index","A","Annual","2007","2007","PC","Percentage","0","Units",,,3.84166666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","JPN","Japan","ST","Level, ratio or index","A","Annual","2008","2008","PC","Percentage","0","Units",,,3.99166666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","JPN","Japan","ST","Level, ratio or index","A","Annual","2009","2009","PC","Percentage","0","Units",,,5.06666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","JPN","Japan","ST","Level, ratio or index","A","Annual","2010","2010","PC","Percentage","0","Units",,,5.05,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","JPN","Japan","ST","Level, ratio or index","A","Annual","2011","2011","PC","Percentage","0","Units",,,4.58333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","JPN","Japan","ST","Level, ratio or index","A","Annual","2012","2012","PC","Percentage","0","Units",,,4.35,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","JPN","Japan","ST","Level, ratio or index","A","Annual","2013","2013","PC","Percentage","0","Units",,,4.025,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","JPN","Japan","ST","Level, ratio or index","A","Annual","2014","2014","PC","Percentage","0","Units",,,3.59166666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","JPN","Japan","ST","Level, ratio or index","A","Annual","2015","2015","PC","Percentage","0","Units",,,3.375,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","JPN","Japan","ST","Level, ratio or index","A","Annual","2016","2016","PC","Percentage","0","Units",,,3.11666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","JPN","Japan","ST","Level, ratio or index","A","Annual","2017","2017","PC","Percentage","0","Units",,,2.80833333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","JPN","Japan","ST","Level, ratio or index","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.44166666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","JPN","Japan","ST","Level, ratio or index","A","Annual","2019","2019","PC","Percentage","0","Units",,,2.35,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","JPN","Japan","ST","Level, ratio or index","A","Annual","2020","2020","PC","Percentage","0","Units",,,2.775,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","KOR","Korea","ST","Level, ratio or index","A","Annual","2000","2000","PC","Percentage","0","Units",,,4.425,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","KOR","Korea","ST","Level, ratio or index","A","Annual","2001","2001","PC","Percentage","0","Units",,,4,,
